order_id,order_date,customer_id,region,category,channel,unit_price,quantity,revenue,order_month,order_year,order_quarter
ORD-11494,2023-06-29,CUST-1498,Europe,Beauty & Personal Care,Retail Partner,60.22,1,60.22,2023-06,2023,2023Q2
ORD-11040,2023-06-29,CUST-1396,Asia Pacific,Electronics,Online,909.37,2,1818.74,2023-06,2023,2023Q2
ORD-11472,2023-06-29,CUST-1187,Africa,Apparel,Marketplace,15.86,1,15.86,2023-06,2023,2023Q2
ORD-10188,2023-06-29,CUST-1020,Europe,Electronics,Retail Partner,635.38,1,635.38,2023-06,2023,2023Q2
ORD-10462,2023-06-30,CUST-1451,Asia Pacific,Home & Kitchen,Online,116.71,1,116.71,2023-06,2023,2023Q2
ORD-11628,2023-06-30,CUST-1281,Middle East,Electronics,Retail Partner,459.46,1,459.46,2023-06,2023,2023Q2
ORD-11104,2023-07-01,CUST-1276,Asia Pacific,Electronics,Marketplace,856.02,1,856.02,2023-07,2023,2023Q3
ORD-10744,2023-07-01,CUST-1367,Africa,Home & Kitchen,Online,52.3,3,156.9,2023-07,2023,2023Q3
ORD-10752,2023-07-01,CUST-1065,North America,Apparel,Retail Partner,67.03,1,67.03,2023-07,2023,2023Q3
ORD-10956,2023-07-02,CUST-1027,Africa,Electronics,Online,590.23,2,1180.46,2023-07,2023,2023Q3
ORD-11265,2023-07-02,CUST-1213,North America,Sports & Outdoors,Retail Partner,270.53,1,270.53,2023-07,2023,2023Q3
ORD-11163,2023-07-03,CUST-1320,Asia Pacific,Electronics,Online,633.24,3,1899.72,2023-07,2023,2023Q3
ORD-11247,2023-07-03,CUST-1012,Europe,Apparel,Online,79.975,1,79.97,2023-07,2023,2023Q3
ORD-10687,2023-07-03,CUST-1076,Africa,Sports & Outdoors,Retail Partner,209.38,1,209.38,2023-07,2023,2023Q3
ORD-10550,2023-07-03,CUST-1016,Europe,Office Supplies,Retail Partner,34.15,1,34.15,2023-07,2023,2023Q3
ORD-11008,2023-07-04,CUST-1472,Asia Pacific,Office Supplies,Online,95.18,1,95.18,2023-07,2023,2023Q3
ORD-11826,2023-07-04,CUST-1272,Europe,Beauty & Personal Care,Retail Partner,68.97,1,68.97,2023-07,2023,2023Q3
ORD-10580,2023-07-04,CUST-1279,North America,Apparel,Online,138.98,1,138.98,2023-07,2023,2023Q3
ORD-11697,2023-07-04,CUST-1292,Europe,Home & Kitchen,Retail Partner,131.28,2,262.56,2023-07,2023,2023Q3
ORD-11563,2023-07-05,CUST-1054,Asia Pacific,Home & Kitchen,Online,85.65,1,85.65,2023-07,2023,2023Q3
ORD-11465,2023-07-09,CUST-1207,Asia Pacific,Electronics,Online,882.63,1,882.63,2023-07,2023,2023Q3
ORD-11727,2023-07-09,CUST-1108,Middle East,Sports & Outdoors,Online,126.47,2,252.94,2023-07,2023,2023Q3
ORD-11147,2023-07-09,CUST-1194,Europe,Home & Kitchen,Marketplace,233.96,1,233.96,2023-07,2023,2023Q3
ORD-10386,2023-07-10,CUST-1376,North America,Home & Kitchen,Online,111.59,2,223.18,2023-07,2023,2023Q3
ORD-11714,2023-07-10,CUST-1314,North America,Electronics,Online,190.5,1,190.5,2023-07,2023,2023Q3
ORD-10600,2023-07-10,CUST-1094,North America,Apparel,Online,49.01,1,49.01,2023-07,2023,2023Q3
ORD-10358,2023-07-11,CUST-1213,Europe,Sports & Outdoors,Online,68.65,2,137.3,2023-07,2023,2023Q3
ORD-11073,2023-07-11,CUST-1132,North America,Apparel,Online,12.95,2,25.9,2023-07,2023,2023Q3
ORD-11143,2023-07-11,CUST-1290,Asia Pacific,Apparel,Online,137.26,3,411.78,2023-07,2023,2023Q3
ORD-10319,2023-07-12,CUST-1333,Europe,Beauty & Personal Care,Marketplace,49.48,1,49.48,2023-07,2023,2023Q3
ORD-11735,2023-07-12,CUST-1496,Asia Pacific,Sports & Outdoors,Online,100.83,3,302.49,2023-07,2023,2023Q3
ORD-11226,2023-07-12,CUST-1398,Middle East,Office Supplies,Online,87.91,2,175.82,2023-07,2023,2023Q3
ORD-11542,2023-07-12,CUST-1425,North America,Home & Kitchen,Retail Partner,91.9,1,91.9,2023-07,2023,2023Q3
ORD-11672,2023-07-13,CUST-1346,Asia Pacific,Sports & Outdoors,Retail Partner,116.54,2,233.08,2023-07,2023,2023Q3
ORD-11060,2023-07-14,CUST-1465,North America,Home & Kitchen,Online,125.4,1,125.4,2023-07,2023,2023Q3
ORD-10257,2023-07-14,CUST-1141,Europe,Electronics,Marketplace,621.57,2,1243.14,2023-07,2023,2023Q3
ORD-11734,2023-07-15,CUST-1007,Middle East,Electronics,Online,741.46,1,741.46,2023-07,2023,2023Q3
ORD-10905,2023-07-15,CUST-1234,Africa,Electronics,Retail Partner,151.79,1,151.79,2023-07,2023,2023Q3
ORD-11749,2023-07-16,CUST-1371,Africa,Electronics,Online,740.93,1,740.93,2023-07,2023,2023Q3
ORD-11435,2023-07-16,CUST-1120,Europe,Sports & Outdoors,Marketplace,49.71,1,49.71,2023-07,2023,2023Q3
ORD-10011,2023-07-16,CUST-1295,North America,Sports & Outdoors,Online,296.33,2,592.66,2023-07,2023,2023Q3
ORD-11535,2023-07-18,CUST-1263,Asia Pacific,Office Supplies,Online,42.03,1,42.03,2023-07,2023,2023Q3
ORD-10340,2023-07-18,CUST-1240,Asia Pacific,Apparel,Online,26.07,2,52.14,2023-07,2023,2023Q3
ORD-10163,2023-07-18,CUST-1426,Europe,Apparel,Online,117.93,1,117.93,2023-07,2023,2023Q3
ORD-11449,2023-07-18,CUST-1368,Europe,Apparel,Marketplace,92.53,1,92.53,2023-07,2023,2023Q3
ORD-10933,2023-07-18,CUST-1397,Africa,Beauty & Personal Care,Online,28.68,1,28.68,2023-07,2023,2023Q3
ORD-10695,2023-07-20,CUST-1252,North America,Office Supplies,Online,54.59,2,109.18,2023-07,2023,2023Q3
ORD-10721,2023-07-22,CUST-1033,North America,Office Supplies,Online,82.0,1,82.0,2023-07,2023,2023Q3
ORD-10601,2023-07-22,CUST-1314,Asia Pacific,Home & Kitchen,Marketplace,242.93,1,242.93,2023-07,2023,2023Q3
ORD-11128,2023-07-23,CUST-1017,Asia Pacific,Home & Kitchen,Online,219.46,1,219.46,2023-07,2023,2023Q3
ORD-10342,2023-07-24,CUST-1082,Unknown,Office Supplies,Marketplace,67.9,1,67.9,2023-07,2023,2023Q3
ORD-11613,2023-07-24,CUST-1160,Europe,Home & Kitchen,Online,20.63,1,20.63,2023-07,2023,2023Q3
ORD-10086,2023-07-24,CUST-1113,Europe,Sports & Outdoors,Marketplace,62.12,1,62.12,2023-07,2023,2023Q3
ORD-11391,2023-07-25,CUST-1251,Asia Pacific,Electronics,Online,804.22,2,1608.44,2023-07,2023,2023Q3
ORD-10806,2023-07-25,CUST-1426,Europe,Home & Kitchen,Online,79.39,3,238.17,2023-07,2023,2023Q3
ORD-10394,2023-07-25,CUST-1062,Europe,Electronics,Online,705.68,1,705.68,2023-07,2023,2023Q3
ORD-10787,2023-07-26,CUST-1222,North America,Home & Kitchen,Online,15.05,2,30.1,2023-07,2023,2023Q3
ORD-11769,2023-07-26,CUST-1062,Europe,Apparel,Marketplace,132.4,1,132.4,2023-07,2023,2023Q3
ORD-10453,2023-07-26,CUST-1109,Asia Pacific,Electronics,Marketplace,957.18,2,1914.36,2023-07,2023,2023Q3
ORD-11740,2023-07-26,CUST-1124,Africa,Beauty & Personal Care,Marketplace,77.96,1,77.96,2023-07,2023,2023Q3
ORD-11248,2023-07-26,CUST-1458,Europe,Sports & Outdoors,Online,131.24,1,131.24,2023-07,2023,2023Q3
ORD-11420,2023-07-27,CUST-1032,Europe,Home & Kitchen,Online,115.21,1,115.21,2023-07,2023,2023Q3
ORD-11233,2023-07-27,CUST-1343,Africa,Electronics,Online,853.49,1,853.49,2023-07,2023,2023Q3
ORD-10197,2023-07-28,CUST-1026,Africa,Office Supplies,Online,93.91,1,93.91,2023-07,2023,2023Q3
ORD-10672,2023-07-28,CUST-1471,North America,Office Supplies,Online,98.88,3,296.64,2023-07,2023,2023Q3
ORD-11622,2023-07-28,CUST-1324,Europe,Sports & Outdoors,Retail Partner,189.29,1,189.29,2023-07,2023,2023Q3
ORD-11483,2023-07-29,CUST-1077,North America,Office Supplies,Online,91.52,2,183.04,2023-07,2023,2023Q3
ORD-10602,2023-07-30,CUST-1109,Europe,Sports & Outdoors,Online,44.36,1,44.36,2023-07,2023,2023Q3
ORD-10953,2023-07-30,CUST-1053,North America,Electronics,Online,553.7,2,1107.4,2023-07,2023,2023Q3
ORD-11298,2023-07-30,CUST-1067,North America,Apparel,Online,40.7,1,40.7,2023-07,2023,2023Q3
ORD-11027,2023-07-30,CUST-1335,North America,Home & Kitchen,Online,129.9,1,129.9,2023-07,2023,2023Q3
ORD-11671,2023-07-31,CUST-1438,Asia Pacific,Sports & Outdoors,Retail Partner,208.23,1,208.23,2023-07,2023,2023Q3
ORD-10895,2023-07-31,CUST-1287,Europe,Home & Kitchen,Online,198.72,1,198.72,2023-07,2023,2023Q3
ORD-10626,2023-07-31,CUST-1105,North America,Home & Kitchen,Online,210.27,1,210.27,2023-07,2023,2023Q3
ORD-10993,2023-07-31,CUST-1342,Asia Pacific,Sports & Outdoors,Online,285.2,1,285.2,2023-07,2023,2023Q3
ORD-10814,2023-07-31,CUST-1346,North America,Sports & Outdoors,Online,211.48,1,211.48,2023-07,2023,2023Q3
ORD-10710,2023-08-01,CUST-1394,North America,Sports & Outdoors,Online,128.44,1,128.44,2023-08,2023,2023Q3
ORD-11262,2023-08-01,CUST-1285,North America,Beauty & Personal Care,Online,17.64,1,17.64,2023-08,2023,2023Q3
ORD-10551,2023-08-01,CUST-1492,Europe,Electronics,Online,599.95,2,1199.9,2023-08,2023,2023Q3
ORD-10261,2023-08-01,CUST-1283,Africa,Electronics,Retail Partner,585.98,1,585.98,2023-08,2023,2023Q3
ORD-10864,2023-08-01,CUST-1466,Asia Pacific,Office Supplies,Retail Partner,38.25,3,114.75,2023-08,2023,2023Q3
ORD-11322,2023-08-02,CUST-1174,Europe,Home & Kitchen,Online,43.64,1,43.64,2023-08,2023,2023Q3
ORD-11707,2023-08-02,CUST-1436,Europe,Home & Kitchen,Online,242.24,1,242.24,2023-08,2023,2023Q3
ORD-11438,2023-08-02,CUST-1337,North America,Beauty & Personal Care,Retail Partner,21.61,1,21.61,2023-08,2023,2023Q3
ORD-11475,2023-08-03,CUST-1359,Asia Pacific,Home & Kitchen,Online,177.11,1,177.11,2023-08,2023,2023Q3
ORD-10014,2023-08-03,CUST-1181,North America,Home & Kitchen,Retail Partner,164.83,2,329.66,2023-08,2023,2023Q3
ORD-10624,2023-08-03,CUST-1121,North America,Electronics,Retail Partner,540.54,1,540.54,2023-08,2023,2023Q3
ORD-10802,2023-08-05,CUST-1226,North America,Apparel,Retail Partner,140.87,2,281.74,2023-08,2023,2023Q3
ORD-11412,2023-08-05,CUST-1060,Europe,Electronics,Marketplace,869.5,1,869.5,2023-08,2023,2023Q3
ORD-10639,2023-08-05,CUST-1422,Europe,Home & Kitchen,Marketplace,42.88,3,128.64,2023-08,2023,2023Q3
ORD-10019,2023-08-05,CUST-1033,Africa,Sports & Outdoors,Marketplace,155.245,2,310.49,2023-08,2023,2023Q3
ORD-10952,2023-08-07,CUST-1322,Europe,Office Supplies,Retail Partner,32.25,1,32.25,2023-08,2023,2023Q3
ORD-10725,2023-08-08,CUST-1181,Asia Pacific,Apparel,Online,144.11,1,144.11,2023-08,2023,2023Q3
ORD-10813,2023-08-08,CUST-1494,Europe,Sports & Outdoors,Online,151.33,2,302.66,2023-08,2023,2023Q3
ORD-10422,2023-08-09,CUST-1123,North America,Electronics,Retail Partner,1014.24,2,2028.48,2023-08,2023,2023Q3
ORD-10291,2023-08-09,CUST-1271,North America,Electronics,Retail Partner,233.56,1,233.56,2023-08,2023,2023Q3
ORD-11083,2023-08-09,CUST-1030,North America,Sports & Outdoors,Online,42.42,1,42.42,2023-08,2023,2023Q3
ORD-10352,2023-08-09,CUST-1131,North America,Sports & Outdoors,Retail Partner,62.59,1,62.59,2023-08,2023,2023Q3
ORD-11454,2023-08-10,CUST-1250,Asia Pacific,Beauty & Personal Care,Online,21.11,1,21.11,2023-08,2023,2023Q3
ORD-10255,2023-08-11,CUST-1189,North America,Apparel,Retail Partner,48.17,1,48.17,2023-08,2023,2023Q3
ORD-10518,2023-08-11,CUST-1286,Europe,Apparel,Retail Partner,43.88,2,87.76,2023-08,2023,2023Q3
ORD-11559,2023-08-11,CUST-1270,Unknown,Sports & Outdoors,Marketplace,65.54,2,131.08,2023-08,2023,2023Q3
ORD-11383,2023-08-11,CUST-1457,North America,Sports & Outdoors,Retail Partner,92.53,2,185.06,2023-08,2023,2023Q3
ORD-10943,2023-08-12,CUST-1150,Middle East,Apparel,Online,24.79,2,49.58,2023-08,2023,2023Q3
ORD-10480,2023-08-12,CUST-1422,Europe,Sports & Outdoors,Online,39.92,1,39.92,2023-08,2023,2023Q3
ORD-10818,2023-08-12,CUST-1129,Asia Pacific,Apparel,Marketplace,87.56,1,87.56,2023-08,2023,2023Q3
ORD-11750,2023-08-13,CUST-1259,North America,Electronics,Retail Partner,436.17,2,872.34,2023-08,2023,2023Q3
ORD-10940,2023-08-14,CUST-1269,Europe,Sports & Outdoors,Online,117.89,1,117.89,2023-08,2023,2023Q3
ORD-11055,2023-08-14,CUST-1403,North America,Beauty & Personal Care,Online,43.15,1,43.15,2023-08,2023,2023Q3
ORD-10124,2023-08-14,CUST-1308,North America,Sports & Outdoors,Online,172.19,2,344.38,2023-08,2023,2023Q3
ORD-11185,2023-08-15,CUST-1357,Africa,Sports & Outdoors,Online,73.56,1,73.56,2023-08,2023,2023Q3
ORD-10942,2023-08-15,CUST-1178,North America,Home & Kitchen,Online,45.52,1,45.52,2023-08,2023,2023Q3
ORD-10526,2023-08-15,CUST-1288,Asia Pacific,Electronics,Marketplace,407.47,1,407.47,2023-08,2023,2023Q3
ORD-10899,2023-08-16,CUST-1337,Africa,Home & Kitchen,Online,122.61,1,122.61,2023-08,2023,2023Q3
ORD-11456,2023-08-16,CUST-1296,Europe,Electronics,Online,741.64,1,741.64,2023-08,2023,2023Q3
ORD-10346,2023-08-16,CUST-1484,North America,Home & Kitchen,Marketplace,196.42,1,196.42,2023-08,2023,2023Q3
ORD-11507,2023-08-16,CUST-1269,Middle East,Electronics,Online,113.62,1,113.62,2023-08,2023,2023Q3
ORD-10998,2023-08-17,CUST-1464,Africa,Sports & Outdoors,Online,171.76,1,171.76,2023-08,2023,2023Q3
ORD-11523,2023-08-18,CUST-1237,Europe,Apparel,Online,37.77,3,113.31,2023-08,2023,2023Q3
ORD-10172,2023-08-20,CUST-1316,North America,Electronics,Online,859.84,1,859.84,2023-08,2023,2023Q3
ORD-10777,2023-08-20,CUST-1134,Europe,Sports & Outdoors,Marketplace,218.63,1,218.63,2023-08,2023,2023Q3
ORD-11047,2023-08-20,CUST-1141,Asia Pacific,Beauty & Personal Care,Online,47.66,2,95.32,2023-08,2023,2023Q3
ORD-10242,2023-08-20,CUST-1386,Asia Pacific,Apparel,Online,140.33,1,140.33,2023-08,2023,2023Q3
ORD-11182,2023-08-21,CUST-1445,Africa,Electronics,Online,743.58,2,1487.16,2023-08,2023,2023Q3
ORD-11564,2023-08-22,CUST-1263,Europe,Sports & Outdoors,Marketplace,94.47,1,94.47,2023-08,2023,2023Q3
ORD-10087,2023-08-22,CUST-1156,Middle East,Sports & Outdoors,Marketplace,151.23,1,151.23,2023-08,2023,2023Q3
ORD-10957,2023-08-22,CUST-1294,Asia Pacific,Office Supplies,Online,70.1,1,70.1,2023-08,2023,2023Q3
ORD-10018,2023-08-23,CUST-1028,North America,Electronics,Online,260.57,2,521.14,2023-08,2023,2023Q3
ORD-11111,2023-08-25,CUST-1305,Europe,Beauty & Personal Care,Online,14.77,1,14.77,2023-08,2023,2023Q3
ORD-10159,2023-08-25,CUST-1128,Europe,Home & Kitchen,Online,26.04,1,26.04,2023-08,2023,2023Q3
ORD-11228,2023-08-25,CUST-1313,North America,Sports & Outdoors,Retail Partner,197.32,1,197.32,2023-08,2023,2023Q3
ORD-11487,2023-08-26,CUST-1410,Africa,Sports & Outdoors,Online,186.41,1,186.41,2023-08,2023,2023Q3
ORD-10742,2023-08-27,CUST-1028,Asia Pacific,Sports & Outdoors,Marketplace,36.69,1,36.69,2023-08,2023,2023Q3
ORD-11024,2023-08-27,CUST-1392,Asia Pacific,Electronics,Online,625.86,1,625.86,2023-08,2023,2023Q3
ORD-10003,2023-08-27,CUST-1111,Europe,Home & Kitchen,Retail Partner,47.78,1,47.78,2023-08,2023,2023Q3
ORD-10707,2023-08-28,CUST-1139,Asia Pacific,Home & Kitchen,Online,234.66,1,234.66,2023-08,2023,2023Q3
ORD-10178,2023-08-28,CUST-1351,Europe,Home & Kitchen,Online,69.9,1,69.9,2023-08,2023,2023Q3
ORD-11197,2023-08-28,CUST-1473,Asia Pacific,Beauty & Personal Care,Online,74.17,1,74.17,2023-08,2023,2023Q3
ORD-11678,2023-08-29,CUST-1476,Europe,Sports & Outdoors,Marketplace,246.06,1,246.06,2023-08,2023,2023Q3
ORD-10220,2023-08-29,CUST-1035,North America,Electronics,Marketplace,325.52,3,976.56,2023-08,2023,2023Q3
ORD-11648,2023-08-30,CUST-1387,North America,Home & Kitchen,Retail Partner,34.8,2,69.6,2023-08,2023,2023Q3
ORD-11324,2023-08-30,CUST-1355,Europe,Electronics,Retail Partner,896.33,3,2688.99,2023-08,2023,2023Q3
ORD-10052,2023-08-31,CUST-1474,North America,Office Supplies,Marketplace,70.51,1,70.51,2023-08,2023,2023Q3
ORD-10505,2023-08-31,CUST-1164,North America,Home & Kitchen,Retail Partner,38.82,1,38.82,2023-08,2023,2023Q3
ORD-10081,2023-08-31,CUST-1473,North America,Home & Kitchen,Marketplace,224.21,1,224.21,2023-08,2023,2023Q3
ORD-10210,2023-09-02,CUST-1357,North America,Sports & Outdoors,Online,147.46,1,147.46,2023-09,2023,2023Q3
ORD-10988,2023-09-02,CUST-1339,Africa,Sports & Outdoors,Online,112.66,1,112.66,2023-09,2023,2023Q3
ORD-10339,2023-09-02,CUST-1273,Africa,Home & Kitchen,Online,50.54,1,50.54,2023-09,2023,2023Q3
ORD-10354,2023-09-02,CUST-1024,Middle East,Beauty & Personal Care,Retail Partner,17.45,2,34.9,2023-09,2023,2023Q3
ORD-10675,2023-09-02,CUST-1488,Asia Pacific,Beauty & Personal Care,Marketplace,46.71,2,93.42,2023-09,2023,2023Q3
ORD-11706,2023-09-03,CUST-1091,Asia Pacific,Home & Kitchen,Marketplace,79.52,1,79.52,2023-09,2023,2023Q3
ORD-10511,2023-09-04,CUST-1242,North America,Office Supplies,Online,68.57,2,137.14,2023-09,2023,2023Q3
ORD-10034,2023-09-04,CUST-1029,Africa,Electronics,Online,823.12,1,823.12,2023-09,2023,2023Q3
ORD-10553,2023-09-04,CUST-1288,Asia Pacific,Beauty & Personal Care,Online,9.98,2,19.96,2023-09,2023,2023Q3
ORD-10155,2023-09-04,CUST-1388,North America,Sports & Outdoors,Marketplace,167.19,1,167.19,2023-09,2023,2023Q3
ORD-10154,2023-09-05,CUST-1043,Europe,Electronics,Online,686.63,1,686.63,2023-09,2023,2023Q3
ORD-11736,2023-09-05,CUST-1332,Africa,Electronics,Online,706.42,1,706.42,2023-09,2023,2023Q3
ORD-10694,2023-09-06,CUST-1318,Africa,Home & Kitchen,Online,37.32,1,37.32,2023-09,2023,2023Q3
ORD-10455,2023-09-06,CUST-1122,Asia Pacific,Home & Kitchen,Online,240.08,3,720.24,2023-09,2023,2023Q3
ORD-11416,2023-09-06,CUST-1023,Middle East,Apparel,Online,54.25,1,54.25,2023-09,2023,2023Q3
ORD-10045,2023-09-06,CUST-1242,Asia Pacific,Sports & Outdoors,Marketplace,275.71,1,275.71,2023-09,2023,2023Q3
ORD-11321,2023-09-07,CUST-1317,Asia Pacific,Sports & Outdoors,Retail Partner,67.27,2,134.54,2023-09,2023,2023Q3
ORD-10598,2023-09-07,CUST-1379,North America,Electronics,Marketplace,276.55,1,276.55,2023-09,2023,2023Q3
ORD-10542,2023-09-07,CUST-1289,Africa,Electronics,Online,239.98,1,239.98,2023-09,2023,2023Q3
ORD-11005,2023-09-07,CUST-1011,Africa,Home & Kitchen,Retail Partner,69.92,1,69.92,2023-09,2023,2023Q3
ORD-10067,2023-09-08,CUST-1450,Europe,Sports & Outdoors,Online,270.75,1,270.75,2023-09,2023,2023Q3
ORD-10001,2023-09-08,CUST-1140,North America,Sports & Outdoors,Retail Partner,218.26,1,218.26,2023-09,2023,2023Q3
ORD-11827,2023-09-09,CUST-1105,Europe,Home & Kitchen,Marketplace,53.98,1,53.98,2023-09,2023,2023Q3
ORD-11844,2023-09-09,CUST-1086,North America,Electronics,Online,454.91,1,454.91,2023-09,2023,2023Q3
ORD-10149,2023-09-09,CUST-1436,Africa,Electronics,Online,1083.9,1,1083.9,2023-09,2023,2023Q3
ORD-11240,2023-09-09,CUST-1449,Africa,Electronics,Online,802.13,1,802.13,2023-09,2023,2023Q3
ORD-11192,2023-09-10,CUST-1268,Middle East,Sports & Outdoors,Online,250.37,1,250.37,2023-09,2023,2023Q3
ORD-10632,2023-09-11,CUST-1424,Europe,Beauty & Personal Care,Online,54.4,1,54.4,2023-09,2023,2023Q3
ORD-10322,2023-09-11,CUST-1020,Europe,Apparel,Retail Partner,122.7,1,122.7,2023-09,2023,2023Q3
ORD-10498,2023-09-11,CUST-1117,Africa,Sports & Outdoors,Online,244.0,1,244.0,2023-09,2023,2023Q3
ORD-10084,2023-09-12,CUST-1415,Africa,Electronics,Marketplace,1001.24,3,3003.72,2023-09,2023,2023Q3
ORD-11127,2023-09-12,CUST-1393,North America,Home & Kitchen,Retail Partner,227.85,3,683.55,2023-09,2023,2023Q3
ORD-10713,2023-09-12,CUST-1364,North America,Home & Kitchen,Online,187.58,1,187.58,2023-09,2023,2023Q3
ORD-10846,2023-09-12,CUST-1320,Africa,Electronics,Online,560.65,1,560.65,2023-09,2023,2023Q3
ORD-10587,2023-09-12,CUST-1393,North America,Electronics,Online,244.95,3,734.85,2023-09,2023,2023Q3
ORD-10716,2023-09-13,CUST-1281,North America,Electronics,Online,747.16,1,747.16,2023-09,2023,2023Q3
ORD-11126,2023-09-14,CUST-1098,Asia Pacific,Apparel,Marketplace,50.16,1,50.16,2023-09,2023,2023Q3
ORD-11848,2023-09-14,CUST-1306,Europe,Apparel,Marketplace,121.24,1,121.24,2023-09,2023,2023Q3
ORD-10972,2023-09-14,CUST-1034,Asia Pacific,Home & Kitchen,Retail Partner,154.92,2,309.84,2023-09,2023,2023Q3
ORD-11394,2023-09-14,CUST-1292,Europe,Beauty & Personal Care,Online,64.24,1,64.24,2023-09,2023,2023Q3
ORD-10131,2023-09-16,CUST-1215,Europe,Home & Kitchen,Online,237.61,1,237.61,2023-09,2023,2023Q3
ORD-10540,2023-09-16,CUST-1269,Europe,Home & Kitchen,Online,178.66,2,357.32,2023-09,2023,2023Q3
ORD-10969,2023-09-16,CUST-1427,North America,Electronics,Online,730.46,2,1460.92,2023-09,2023,2023Q3
ORD-11644,2023-09-17,CUST-1122,Africa,Electronics,Online,301.18,2,602.36,2023-09,2023,2023Q3
ORD-11131,2023-09-17,CUST-1062,Asia Pacific,Sports & Outdoors,Marketplace,174.15,2,348.3,2023-09,2023,2023Q3
ORD-11647,2023-09-19,CUST-1469,Europe,Office Supplies,Online,68.32,2,136.64,2023-09,2023,2023Q3
ORD-10936,2023-09-19,CUST-1299,Asia Pacific,Electronics,Retail Partner,295.59,1,295.59,2023-09,2023,2023Q3
ORD-10137,2023-09-20,CUST-1358,Europe,Home & Kitchen,Online,231.17,1,231.17,2023-09,2023,2023Q3
ORD-11627,2023-09-22,CUST-1014,Middle East,Office Supplies,Marketplace,23.81,1,23.81,2023-09,2023,2023Q3
ORD-11390,2023-09-22,CUST-1030,Asia Pacific,Apparel,Online,75.49,3,226.47,2023-09,2023,2023Q3
ORD-10811,2023-09-22,CUST-1083,Europe,Electronics,Retail Partner,992.11,1,992.11,2023-09,2023,2023Q3
ORD-11529,2023-09-22,CUST-1444,North America,Electronics,Online,973.7,1,973.7,2023-09,2023,2023Q3
ORD-10826,2023-09-23,CUST-1151,Europe,Apparel,Online,114.91,1,114.91,2023-09,2023,2023Q3
ORD-11531,2023-09-23,CUST-1432,Africa,Electronics,Marketplace,991.91,2,1983.82,2023-09,2023,2023Q3
ORD-11792,2023-09-23,CUST-1190,Europe,Apparel,Online,100.51,1,100.51,2023-09,2023,2023Q3
ORD-11728,2023-09-23,CUST-1309,Africa,Apparel,Online,136.63,1,136.63,2023-09,2023,2023Q3
ORD-10679,2023-09-23,CUST-1400,Africa,Apparel,Online,48.63,2,97.26,2023-09,2023,2023Q3
ORD-10387,2023-09-24,CUST-1134,Africa,Home & Kitchen,Marketplace,239.44,2,478.88,2023-09,2023,2023Q3
ORD-11691,2023-09-24,CUST-1240,Asia Pacific,Apparel,Marketplace,64.79,2,129.58,2023-09,2023,2023Q3
ORD-10714,2023-09-24,CUST-1153,Europe,Apparel,Marketplace,90.78,1,90.78,2023-09,2023,2023Q3
ORD-11683,2023-09-24,CUST-1091,North America,Electronics,Marketplace,771.66,4,3086.64,2023-09,2023,2023Q3
ORD-10090,2023-09-25,CUST-1496,Middle East,Apparel,Online,104.04,1,104.04,2023-09,2023,2023Q3
ORD-11653,2023-09-25,CUST-1357,North America,Home & Kitchen,Online,219.43,1,219.43,2023-09,2023,2023Q3
ORD-10472,2023-09-25,CUST-1003,North America,Home & Kitchen,Online,231.09,4,924.36,2023-09,2023,2023Q3
ORD-10245,2023-09-26,CUST-1344,Europe,Beauty & Personal Care,Marketplace,35.31,1,35.31,2023-09,2023,2023Q3
ORD-11673,2023-09-26,CUST-1148,Europe,Electronics,Marketplace,237.66,1,237.66,2023-09,2023,2023Q3
ORD-10862,2023-09-27,CUST-1398,North America,Electronics,Online,994.65,2,1989.3,2023-09,2023,2023Q3
ORD-11687,2023-09-27,CUST-1448,Asia Pacific,Beauty & Personal Care,Online,66.58,1,66.58,2023-09,2023,2023Q3
ORD-10029,2023-09-27,CUST-1001,Africa,Electronics,Retail Partner,513.14,3,1539.42,2023-09,2023,2023Q3
ORD-10071,2023-09-28,CUST-1068,Europe,Sports & Outdoors,Online,52.78,1,52.78,2023-09,2023,2023Q3
ORD-11608,2023-09-29,CUST-1147,Europe,Electronics,Online,261.32,1,261.32,2023-09,2023,2023Q3
ORD-11061,2023-09-29,CUST-1446,Europe,Electronics,Online,1009.83,1,1009.83,2023-09,2023,2023Q3
ORD-11726,2023-09-29,CUST-1413,Asia Pacific,Home & Kitchen,Online,133.24,2,266.48,2023-09,2023,2023Q3
ORD-11125,2023-09-30,CUST-1028,North America,Apparel,Online,22.1,1,22.1,2023-09,2023,2023Q3
ORD-11160,2023-09-30,CUST-1315,Europe,Home & Kitchen,Marketplace,165.9,1,165.9,2023-09,2023,2023Q3
ORD-11396,2023-09-30,CUST-1199,Unknown,Electronics,Retail Partner,554.25,1,554.25,2023-09,2023,2023Q3
ORD-10924,2023-10-01,CUST-1102,Africa,Electronics,Online,135.23,1,135.23,2023-10,2023,2023Q4
ORD-11376,2023-10-01,CUST-1138,North America,Office Supplies,Retail Partner,79.97,1,79.97,2023-10,2023,2023Q4
ORD-11476,2023-10-01,CUST-1459,North America,Electronics,Retail Partner,776.67,1,776.67,2023-10,2023,2023Q4
ORD-10798,2023-10-03,CUST-1243,Europe,Home & Kitchen,Online,239.05,1,239.05,2023-10,2023,2023Q4
ORD-10801,2023-10-03,CUST-1164,North America,Office Supplies,Online,86.39,1,86.39,2023-10,2023,2023Q4
