order_id,order_date,customer_id,region,category,channel,unit_price,quantity
ORD-10009,2024-01-23,CUST-1498,Europe,office supplies,Online,22.01,1
ORD-11276,2024-12-26,CUST-1119,Africa,beauty & personal care,Online,53.17,2
ORD-10147,2024-10-28,CUST-1494,North America,Electronics,Retail Partner,279.97,1
ORD-11167,2024-03-29,CUST-1307,Asia Pacific,Beauty & Personal Care,Online,33.26,1
ORD-10013,2024-10-12,CUST-1232,Europe,Electronics,Marketplace,778.09,1
ORD-11102,2023-11-30,CUST-1440,North America,Electronics,Online,895.91,1
ORD-10797,12-06-2023,CUST-1450,Europe,home & kitchen,Online,103.56,2
ORD-10862,2023-09-27,CUST-1398,North America,Electronics,Online,994.65,2
ORD-11297,04-11-2023,CUST-1393,Asia Pacific,Electronics,Marketplace,627.92,1
ORD-11789,2023-06-13,CUST-1325,Europe,electronics,Retail Partner,624.78,1
ORD-11496,2023-05-10,CUST-1294,Europe,Beauty & Personal Care,Retail Partner,29.96,2
ORD-10340,18/07/2023,CUST-1240,Asia Pacific,Apparel,Online,26.07,2
ORD-10528,2024-01-24,CUST-1117,Asia Pacific,Home & Kitchen,Retail Partner,76.16,1
ORD-11208,06-04-2024,CUST-1194,,Sports & Outdoors,Marketplace,276.02,1
ORD-10375,2023-03-23,CUST-1052,North America,Sports & Outdoors,Retail Partner,252.2,2
ORD-10544,2023-02-02,CUST-1388,Asia Pacific,Electronics,Online,707.96,1
ORD-10637,2023-04-06,CUST-1396,Asia Pacific,Home & Kitchen,Online,34.9,1
ORD-11188,2023-03-26,CUST-1172,Europe,Office Supplies,Online,47.7,1
ORD-11449,2023-07-18,CUST-1368,Europe,Apparel,Marketplace,92.53,1
ORD-11277,2024-04-21,CUST-1012,Asia Pacific,Apparel,Online,48.84,1
ORD-11347,11/03/2024,CUST-1476,North America,Electronics,Retail Partner,820.01,3
ORD-11729,19/01/2023,CUST-1273,Middle East,apparel,Online,81.83,2
ORD-10928,2024-06-07,CUST-1121,Asia Pacific,Office Supplies,Marketplace,9.33,2
ORD-10698,02/01/2023,CUST-1171,Africa,Beauty & Personal Care,Retail Partner,70.46,1
ORD-11380,21/06/2024,CUST-1050,Europe,Office Supplies,Marketplace,34.95,1
ORD-10744,01/07/2023,CUST-1367,Africa,Home & Kitchen,Online,52.3,3
ORD-10115,2024-06-17,CUST-1141,Europe,Home & Kitchen,Online,71.97,1
ORD-10504,2024-08-12,CUST-1469,North America,Home & Kitchen,Marketplace,165.81,1
ORD-10740,08-04-2024,CUST-1485,Asia Pacific,Sports & Outdoors,Online,131.81,1
ORD-10096,12-05-2023,CUST-1340,North America,Office Supplies,Online,28.05,1
ORD-10492,06/03/2024,CUST-1330,Africa,Home & Kitchen,Marketplace,178.23,2
ORD-10857,30/04/2024,CUST-1129,Europe,Beauty & Personal Care,Online,70.99,1
ORD-11376,2023-10-01,CUST-1138,North America,Office Supplies,Retail Partner,79.97,1
ORD-10099,2023-06-28,CUST-1383,Asia Pacific,Home & Kitchen,Retail Partner,55.5,1
ORD-11427,11/06/2023,CUST-1398,Africa,sports & outdoors,Online,,2
ORD-11273,2024-09-11,CUST-1352,North America,Electronics,Online,452.61,1
ORD-11153,2023-04-12,CUST-1098,Africa,home & kitchen,Marketplace,26.39,1
ORD-10829,2023-11-04,CUST-1259,North America,Home & Kitchen,Online,63.41,1
ORD-11533,2024-01-05,CUST-1139,Africa,Apparel,Marketplace,72.01,1
ORD-11124,2023-03-24,CUST-1169,Europe,Office Supplies,Retail Partner,10.19,4
ORD-10507,2024-08-28,CUST-1485,North America,Home & Kitchen,Retail Partner,180.57,1
ORD-11435,07-16-2023,CUST-1120,Europe,Sports & Outdoors,Marketplace,49.71,1
ORD-10270,2024-05-05,CUST-1031,Europe,Electronics,Retail Partner,1152.54,1
ORD-10431,09/02/2023,CUST-1023,North America,Beauty & Personal Care,Online,58.55,2
ORD-10117,07/07/2024,CUST-1457,Europe,Electronics,Online,1188.76,1
ORD-11803,2024-05-25,CUST-1299,North America,Home & Kitchen,Online,27.98,3
ORD-11738,2023-06-01,CUST-1237,North America,SPORTS & OUTDOORS,Online,43.22,1
ORD-11662,16/10/2023,CUST-1409,Middle East,Electronics,Online,288.59,1
ORD-10164,15/01/2023,CUST-1154,Africa,Apparel,Retail Partner,70.88,1
ORD-10525,2023-11-24,CUST-1389,Africa,Electronics,Retail Partner,558.91,1
ORD-11409,2024-05-26,CUST-1157,Middle East,Electronics,Retail Partner,507.82,3
ORD-10527,2024-08-16,CUST-1299,North America,Apparel,Online,78.75,2
ORD-10640,2023-12-12,CUST-1145,Europe,Electronics,Online,536.68,1
ORD-10113,2024-07-15,CUST-1425,Middle East,Sports & Outdoors,Marketplace,92.21,1
ORD-10063,15/05/2023,CUST-1202,Asia Pacific,Home & Kitchen,Online,178.73,1
ORD-10378,2023-10-09,CUST-1222,N. America,Apparel,Online,63.83,1
ORD-10562,2024-10-11,CUST-1364,North America,Beauty & Personal Care,Marketplace,63.35,2
ORD-10186,04-04-2023,CUST-1013,North America,Sports & Outdoors,Online,56.26,2
ORD-11510,2023-11-22,CUST-1251,Asia Pacific,Sports & Outdoors,Retail Partner,129.97,1
ORD-10863,10-30-2023,CUST-1209,Europe,Sports & Outdoors,Online,252.28,1
ORD-10517,2023-03-16,CUST-1447,Asia Pacific,Home & Kitchen,Online,117.08,2
ORD-10294,2024-11-08,CUST-1226,North America,Home & Kitchen,Retail Partner,126.86,1
ORD-11602,11-04-2024,CUST-1235,Asia Pacific,Electronics,Marketplace,1043.48,1
ORD-10286,2024-03-15,CUST-1413,North America,Beauty & Personal Care,Marketplace,22.94,1
ORD-11767,27/10/2023,CUST-1080,Africa,Sports & Outdoors,Online,78.17,1
ORD-11287,2024-07-22,CUST-1161,North America,Beauty & Personal Care,Marketplace,15.48,1
ORD-10300,21/12/2024,CUST-1272,Middle East,beauty & personal care,Online,27.24,3
ORD-11565,2023-05-07,CUST-1160,Middle East,Office Supplies,Online,73.52,1
ORD-10315,17/03/2023,CUST-1259,N. America,Home & Kitchen,Marketplace,62.95,1
ORD-11814,2024-07-14,CUST-1062,Europe,Beauty & Personal Care,Online,26.34,2
ORD-10603,06/03/2023,CUST-1407,Asia Pacific,Electronics,Retail Partner,326.96,1
ORD-10359,05/01/2024,CUST-1499,North America,electronics,Online,469.69,1
ORD-10130,01-24-2024,CUST-1450,Africa,Apparel,Online,58.4,1
ORD-11433,2023-04-01,CUST-1486,Europe,Apparel,Online,109.98,2
ORD-10189,2023-10-12,CUST-1469,Africa,Electronics,Marketplace,634.56,1
ORD-10027,2023-04-28,CUST-1369,Africa,Apparel,Online,126.94,1
ORD-11074,2023-12-18,CUST-1313,Europe,Apparel,Marketplace,77.79,1
ORD-11336,11/05/2023,CUST-1206,Europe,Apparel,Online,135.17,1
ORD-11645,2024-12-18,CUST-1490,North America,Apparel,Online,39.38,1
ORD-10653,2023-11-03,CUST-1451,Africa,Sports & Outdoors,Marketplace,132.06,3
ORD-11849,10-09-2024,CUST-1179,Europe,Home & Kitchen,Retail Partner,209.17,2
ORD-10677,11-04-2024,CUST-1379,Asia Pacific,Electronics,Marketplace,195.18,1
ORD-10558,2024-10-11,CUST-1015,North America,Electronics,Online,555.83,2
ORD-11088,2024-04-02,CUST-1377,Europe,Sports & Outdoors,Retail Partner,272.46,2
ORD-10755,2023-12-06,CUST-1072,North America,Electronics,Online,423.19,1
ORD-11150,2024-07-18,CUST-1392,North America,Electronics,Online,800.57,1
ORD-10660,14/09/2024,CUST-1369,Europe,Home & Kitchen,Online,152.06,1
ORD-10625,2024-09-16,CUST-1363,Asia Pacific,Sports & Outdoors,Online,213.5,1
ORD-11164,2024-10-15,CUST-1392,Asia Pacific,Home & Kitchen,Online,125.62,1
ORD-10738,06-27-2023,CUST-1432,North America,Sports & Outdoors,Retail Partner,173.14,1
ORD-10266,2023-11-28,CUST-1301,North America,electronics,Online,1081.49,3
ORD-10868,31/10/2023,CUST-1233,Asia Pacific,Electronics,Marketplace,325.02,1
ORD-10816,2024-09-14,CUST-1129,North America,Home & Kitchen,Online,229.04,1
ORD-10325,10-08-2024,CUST-1026,North America,Electronics,Retail Partner,903.94,4
ORD-11338,2023-04-23,CUST-1183,Europe,Sports & Outdoors,Online,199.82,1
ORD-10452,03-28-2024,CUST-1177,Europe,Home & Kitchen,Online,85.45,1
ORD-11554,07/05/2023,CUST-1049,North America,Office Supplies,Retail Partner,23.18,1
ORD-11419,19/04/2023,CUST-1418,North America,Electronics,Marketplace,1114.1,1
ORD-10956,2023-07-02,CUST-1027,Africa,Electronics,Online,590.23,2
ORD-11828,2024-03-30,CUST-1296,Africa,Electronics,Online,1140.15,1
ORD-11083,2023-08-09,CUST-1030,North America,Sports & Outdoors,Online,42.42,1
ORD-11363,01-15-2023,CUST-1131,North America,Electronics,Online,251.3,1
ORD-10017,24/07/2024,CUST-1352,North America,Apparel,Marketplace,44.9,1
ORD-10587,12/09/2023,CUST-1393,North America,Electronics,Online,244.95,3
ORD-10470,13/03/2024,CUST-1423,Asia Pacific,Electronics,Retail Partner,328.72,1
ORD-10620,02-12-2023,CUST-1421,Europe,Sports & Outdoors,Marketplace,72.01,1
ORD-10986,08-26-2024,CUST-1114,Middle East,Beauty & Personal Care,Online,48.94,1
ORD-11390,22/09/2023,CUST-1030,Asia Pacific,Apparel,Online,75.49,3
ORD-10824,28/02/2023,CUST-1123,Asia Pacific,Office Supplies,Retail Partner,74.94,2
ORD-10930,2024-12-02,CUST-1489,North America,home & kitchen,Marketplace,179.85,2
ORD-10118,2024-12-11,CUST-1196,North America,beauty & personal care,Retail Partner,49.67,2
ORD-11782,2023-12-19,CUST-1160,Middle East,Electronics,Marketplace,986.61,5
ORD-10054,2024-04-10,CUST-1474,Middle East,Beauty & Personal Care,Retail Partner,50.88,1
ORD-10474,2023-03-05,CUST-1120,Europe,Home & Kitchen,Retail Partner,73.99,1
ORD-10747,2024-01-09,CUST-1440,Europe,Apparel,Online,113.92,1
ORD-10360,06-03-2024,CUST-1259,Africa,Apparel,Online,127.8,1
ORD-10180,2023-04-28,CUST-1217,Asia Pacific,Electronics,Online,1064.61,3
ORD-10259,01-22-2023,CUST-1497,North America,electronics,Retail Partner,540.35,2
ORD-10663,2024-05-21,CUST-1122,North America,Home & Kitchen,Marketplace,204.33,1
ORD-11820,2023-02-16,CUST-1276,Africa,Apparel,Online,13.55,2
ORD-11751,2024-11-03,CUST-1436,Europe,Apparel,Retail Partner,48.29,1
ORD-11508,2023-01-24,CUST-1100,Middle East,Apparel,Marketplace,86.6,1
ORD-10210,2023-09-02,CUST-1357,North America,Sports & Outdoors,Online,147.46,1
ORD-10707,2023-08-28,CUST-1139,Asia Pacific,home & kitchen,Online,234.66,1
ORD-10514,2023-03-22,CUST-1331,Africa,Beauty & Personal Care,Online,6.15,1
ORD-10376,2024-03-12,CUST-1367,Europe,Home & Kitchen,Online,117.13,2
ORD-11648,30/08/2023,CUST-1387,North America,Home & Kitchen,Retail Partner,34.8,2
ORD-11669,2024-04-09,CUST-1222,,Electronics,Online,348.94,1
ORD-11085,2024-02-26,CUST-1010,North America,Sports & Outdoors,Marketplace,243.74,1
ORD-11042,2024-12-16,CUST-1264,Europe,Electronics,Online,695.86,2
ORD-10023,2024-06-05,CUST-1070,Europe,Office Supplies,Marketplace,27.42,1
ORD-11695,2023-06-22,CUST-1092,Europe,Electronics,Online,351.51,1
ORD-10737,2024-02-02,CUST-1294,Europe,Beauty & Personal Care,Online,34.49,1
ORD-11087,19/10/2023,CUST-1399,Asia Pacific,Electronics,Online,1198.39,1
ORD-10151,2023-12-11,CUST-1194,Asia Pacific,Home & Kitchen,Online,104.23,3
ORD-10346,2023-08-16,CUST-1484,North America,Home & Kitchen,Marketplace,196.42,1
ORD-11553,2023-03-09,CUST-1022,Africa,BEAUTY & PERSONAL CARE,Online,71.35,1
ORD-11016,31/05/2024,CUST-1267,North America,Sports & Outdoors,Online,264.83,1
ORD-11279,2024-10-14,CUST-1286,Europe,Apparel,Retail Partner,145.06,1
ORD-11626,2024-10-24,CUST-1216,North America,Office Supplies,Online,58.83,2
ORD-11008,2023-07-04,CUST-1472,Asia Pacific,Office Supplies,Online,95.18,1
ORD-10142,2024-09-06,CUST-1350,North America,Sports & Outdoors,Online,,1
ORD-10228,2023-03-17,CUST-1080,North America,Electronics,Marketplace,282.69,2
ORD-10213,2024-05-29,CUST-1064,North America,Apparel,Retail Partner,108.35,1
ORD-11501,2024-06-03,CUST-1279,North America,Apparel,Online,91.14,1
ORD-11703,2024-08-05,CUST-1374,Europe,Electronics,Retail Partner,892.11,3
ORD-11411,2023-12-12,CUST-1028,Europe,apparel,Online,12.14,1
ORD-10731,2023-12-19,CUST-1248,Middle East,Electronics,Online,129.35,1
ORD-10855,2024-11-08,CUST-1024,Europe,apparel,Online,12.24,4
ORD-10449,08/10/2023,CUST-1369,Middle East,Apparel,Retail Partner,53.66,2
ORD-10649,15/06/2024,CUST-1115,Africa,SPORTS & OUTDOORS,Online,253.22,1
ORD-10015,2024-09-15,CUST-1036,North America,Beauty & Personal Care,Retail Partner,47.1,2
ORD-11701,2024-05-06,CUST-1337,Asia Pacific,Electronics,Online,784.88,3
ORD-11399,03-13-2023,CUST-1415,Asia Pacific,BEAUTY & PERSONAL CARE,Retail Partner,38.74,2
ORD-11682,26/07/2024,CUST-1456,Europe,sports & outdoors,Marketplace,127.19,1
ORD-11260,09/04/2024,CUST-1243,Africa,Beauty & Personal Care,Online,59.05,1
ORD-11240,09/09/2023,CUST-1449,Africa,Electronics,Online,802.13,1
ORD-10657,2023-03-30,CUST-1111,North America,Home & Kitchen,Online,18.9,1
ORD-10311,2024-10-05,CUST-1090,North America,Electronics,Online,893.1,2
ORD-10762,2023-06-16,CUST-1115,N. America,Beauty & Personal Care,Retail Partner,28.44,1
ORD-10034,2023-09-04,CUST-1029,Africa,Electronics,Online,823.12,1
ORD-10215,2023-05-28,CUST-1007,Europe,Electronics,Retail Partner,852.2,2
ORD-11097,2024-04-29,CUST-1479,Africa,ELECTRONICS,Retail Partner,539.54,1
ORD-10546,2024-03-20,CUST-1255,Asia Pacific,Apparel,Online,120.82,1
ORD-10354,2023-09-02,CUST-1024,Middle East,Beauty & Personal Care,Retail Partner,17.45,2
ORD-11048,2023-01-05,CUST-1294,Middle East,Home & Kitchen,Online,106.52,3
ORD-10207,2024-08-24,CUST-1152,Asia Pacific,Sports & Outdoors,Retail Partner,195.34,1
ORD-10947,11-25-2023,CUST-1453,Asia Pacific,Electronics,Online,930.05,1
ORD-10691,2024-02-15,CUST-1023,North America,home & kitchen,Retail Partner,198.26,1
ORD-10769,07/07/2024,CUST-1373,North America,Home & Kitchen,Marketplace,220.74,1
ORD-11408,2024-02-03,CUST-1250,North America,sports & outdoors,Retail Partner,52.2,1
ORD-11508,2023-01-24,CUST-1100,Middle East,Apparel,Marketplace,86.6,1
ORD-10416,14/05/2023,CUST-1204,Europe,Sports & Outdoors,Marketplace,134.12,2
ORD-11670,2024-12-31,CUST-1114,North America,Electronics,Marketplace,89.21,4
ORD-11353,2024-09-16,CUST-1455,North America,Apparel,Online,98.05,1
ORD-11666,2024-04-18,CUST-1498,Asia Pacific,Office Supplies,Online,24.06,1
ORD-11051,2024-08-11,CUST-1416,Europe,Home & Kitchen,Online,205.07,1
ORD-10361,2023-02-14,CUST-1240,Africa,Electronics,Retail Partner,444.12,1
ORD-10019,2023-08-05,CUST-1033,Africa,Sports & Outdoors,Marketplace,,2
ORD-10442,08/12/2024,CUST-1211,Europe,Electronics,Retail Partner,546.48,4
ORD-11041,2024-06-14,CUST-1336,North America,SPORTS & OUTDOORS,Retail Partner,44.12,1
ORD-10249,06/11/2023,CUST-1358,Africa,BEAUTY & PERSONAL CARE,Retail Partner,39.76,1
ORD-11534,2023-02-19,CUST-1182,Asia Pacific,Electronics,Online,849.39,2
ORD-10024,2023-04-23,CUST-1440,North America,Electronics,Retail Partner,643.0,1
ORD-10110,2023-05-05,CUST-1469,Europe,Office Supplies,Retail Partner,26.01,1
ORD-11348,04-05-2024,CUST-1419,North America,Sports & Outdoors,Marketplace,144.13,1
ORD-11664,07/08/2024,CUST-1452,Asia Pacific,Apparel,Online,51.07,1
ORD-10463,22/05/2024,CUST-1403,Europe,Electronics,Online,1024.89,4
ORD-11829,2024-02-16,CUST-1164,Asia Pacific,Home & Kitchen,Marketplace,188.11,1
ORD-10348,2023-03-25,CUST-1197,Asia Pacific,HOME & KITCHEN,Retail Partner,241.65,1
ORD-11315,23/09/2024,CUST-1458,North America,Apparel,Marketplace,71.81,1
ORD-10715,2024-02-19,CUST-1487,Europe,Electronics,Retail Partner,1096.98,1
ORD-10403,2023-11-27,CUST-1082,North America,Home & Kitchen,Online,20.49,2
ORD-10362,2023-01-17,CUST-1129,North America,Sports & Outdoors,Online,254.37,1
ORD-10026,2024-07-20,CUST-1128,Africa,BEAUTY & PERSONAL CARE,Online,59.62,1
ORD-11067,2024-06-07,CUST-1468,North America,Sports & Outdoors,Online,268.81,1
ORD-11834,2023-01-28,CUST-1092,North America,Office Supplies,Retail Partner,88.06,1
ORD-10177,2023-10-23,CUST-1118,Asia Pacific,Home & Kitchen,Online,188.33,1
ORD-11823,2024-10-21,CUST-1063,North America,Electronics,Retail Partner,821.08,1
ORD-11158,2024-10-16,CUST-1239,Asia Pacific,electronics,Retail Partner,610.63,1
ORD-10702,2023-03-28,CUST-1234,Europe,Electronics,Retail Partner,998.48,1
ORD-10595,2023-04-10,CUST-1243,North America,Apparel,Marketplace,148.52,2
ORD-10252,14/12/2024,CUST-1486,Middle East,Electronics,Online,88.47,1
ORD-10414,2024-05-10,CUST-1212,Europe,Office Supplies,Online,86.76,1
ORD-10193,01/04/2023,CUST-1232,Asia Pacific,Electronics,Marketplace,224.33,1
ORD-11077,2023-04-13,CUST-1416,Middle East,Electronics,Marketplace,142.0,1
ORD-11281,28/11/2023,CUST-1281,Asia Pacific,Home & Kitchen,Online,211.89,1
ORD-10927,29/07/2024,CUST-1378,North America,Electronics,Marketplace,107.6,1
ORD-10445,2023-12-29,CUST-1279,Africa,Home & Kitchen,Retail Partner,61.82,2
ORD-11624,04-27-2023,CUST-1122,North America,BEAUTY & PERSONAL CARE,Retail Partner,28.01,1
ORD-11025,2024-02-23,CUST-1278,Europe,APPAREL,Online,18.81,1
ORD-11756,2024-05-18,CUST-1310,Europe,Electronics,Retail Partner,616.53,1
ORD-10451,2023-05-30,CUST-1176,North America,Electronics,Online,408.51,2
ORD-10464,10-24-2023,CUST-1446,Asia Pacific,ELECTRONICS,Marketplace,300.56,3
ORD-11431,2024-04-06,CUST-1267,Asia Pacific,Beauty & Personal Care,Online,55.31,2
ORD-10458,2023-06-11,CUST-1281,Asia Pacific,Apparel,Online,104.38,1
ORD-11301,2023-02-17,CUST-1239,Africa,Sports & Outdoors,Online,,1
ORD-11221,29/05/2023,CUST-1499,North America,Beauty & Personal Care,Online,48.01,1
ORD-11790,2024-07-06,CUST-1455,North America,Beauty & Personal Care,Online,44.5,1
ORD-10369,2024-10-24,CUST-1385,Africa,Home & Kitchen,Marketplace,81.16,2
ORD-10484,2023-12-02,CUST-1084,Europe,Electronics,Marketplace,333.26,1
ORD-10596,15/02/2023,CUST-1153,North America,Apparel,Retail Partner,78.96,1
ORD-11121,2024-03-24,CUST-1366,Europe,Electronics,Marketplace,984.13,1
ORD-10307,2023-12-14,CUST-1158,Europe,apparel,Marketplace,43.7,2
ORD-10285,07-23-2024,CUST-1432,North America,Electronics,Retail Partner,594.98,1
ORD-11367,2024-05-22,CUST-1428,Asia Pacific,Home & Kitchen,Retail Partner,74.95,1
ORD-11187,2023-10-24,CUST-1221,Europe,Sports & Outdoors,Online,154.96,1
ORD-11309,2024-03-12,CUST-1044,Europe,Home & Kitchen,Online,69.37,1
ORD-10556,2024-03-23,CUST-1050,Asia Pacific,Beauty & Personal Care,Retail Partner,54.06,2
ORD-10768,2024-02-24,CUST-1097,Middle East,Home & Kitchen,Online,29.67,1
ORD-11238,2024-06-21,CUST-1274,Africa,Beauty & Personal Care,Online,39.51,1
ORD-10666,30/11/2024,CUST-1279,Europe,Home & Kitchen,Online,52.92,3
ORD-11190,15/12/2024,CUST-1222,Middle East,Electronics,Retail Partner,376.59,4
ORD-10097,2023-11-13,CUST-1259,Europe,Home & Kitchen,Retail Partner,71.43,1
ORD-10692,15/11/2023,CUST-1144,Africa,home & kitchen,Online,18.03,3
ORD-11266,2024-09-01,CUST-1358,North America,Electronics,Marketplace,394.8,1
ORD-11428,2023-03-24,CUST-1249,Europe,electronics,Online,514.3,1
ORD-10139,2023-04-21,CUST-1159,Europe,Home & Kitchen,Marketplace,100.16,1
ORD-10701,2024-06-16,CUST-1459,Europe,Apparel,Online,17.98,1
ORD-10194,2024-06-10,CUST-1206,North America,SPORTS & OUTDOORS,Marketplace,162.09,1
ORD-11599,2024-01-01,CUST-1176,North America,Home & Kitchen,Online,95.63,1
ORD-10978,06/12/2023,CUST-1375,Asia Pacific,Apparel,Online,43.14,1
ORD-10789,2024-07-19,CUST-1203,Europe,Electronics,Online,470.69,1
ORD-10128,2023-05-19,CUST-1219,Europe,Sports & Outdoors,Online,257.01,1
ORD-10716,09-13-2023,CUST-1281,North America,Electronics,Online,747.16,1
ORD-11098,20/06/2024,CUST-1203,North America,Sports & Outdoors,Online,104.47,1
ORD-11467,27/06/2024,CUST-1170,Europe,office supplies,Retail Partner,84.61,1
ORD-11288,29/12/2023,CUST-1409,Asia Pacific,APPAREL,Online,29.76,2
ORD-11561,2023-04-12,CUST-1371,Europe,Sports & Outdoors,Retail Partner,182.78,2
ORD-10264,28/06/2023,CUST-1408,Middle East,Electronics,Retail Partner,532.84,1
ORD-10882,2023-11-18,CUST-1335,North America,Electronics,Retail Partner,230.57,2
ORD-10817,2023-10-09,CUST-1329,North America,Home & Kitchen,Marketplace,53.0,3
ORD-11502,10/08/2024,CUST-1148,North America,Electronics,Online,163.16,1
ORD-10498,2023-09-11,CUST-1117,Africa,Sports & Outdoors,Online,244.0,1
ORD-11257,2023-01-04,CUST-1103,Europe,Office Supplies,Online,7.53,2
ORD-11568,2023-11-16,CUST-1307,North America,Apparel,Online,103.94,2
ORD-11106,14/11/2023,CUST-1273,APAC,Apparel,Online,72.97,2
ORD-10432,2023-06-02,CUST-1233,Europe,Apparel,Online,118.55,1
ORD-11113,2024-10-23,CUST-1366,Europe,Apparel,Retail Partner,42.65,2
ORD-10700,2023-05-26,CUST-1497,Asia Pacific,Electronics,Online,1159.1,1
ORD-10068,2024-07-10,CUST-1426,Asia Pacific,Electronics,Online,1144.07,3
ORD-10593,2023-03-29,CUST-1471,North America,Home & Kitchen,Online,208.26,1
ORD-11699,2024-11-27,CUST-1348,North America,Office Supplies,Retail Partner,76.98,3
ORD-11702,2023-12-04,CUST-1002,North America,Apparel,Marketplace,119.77,1
ORD-11548,2023-05-02,CUST-1417,Europe,Electronics,Online,694.7,1
ORD-10338,09-17-2024,CUST-1227,North America,Apparel,Online,89.15,1
ORD-11200,2023-12-18,CUST-1007,Europe,Electronics,Online,206.12,3
ORD-10383,2023-06-07,CUST-1309,North America,Home & Kitchen,Marketplace,149.43,1
ORD-10820,2024-01-19,CUST-1431,Middle East,Beauty & Personal Care,Retail Partner,71.07,1
ORD-10055,2024-07-23,CUST-1374,Europe,Beauty & Personal Care,Online,13.71,1
ORD-10610,2024-05-13,CUST-1095,Europe,Apparel,Online,14.89,1
ORD-10739,2024-01-03,CUST-1357,North America,HOME & KITCHEN,Online,198.87,4
ORD-11448,2024-09-16,CUST-1475,North America,Electronics,Online,817.28,1
ORD-10631,2024-12-19,CUST-1064,Europe,Home & Kitchen,Online,245.43,1
ORD-11781,2024-11-28,CUST-1453,Europe,Electronics,Retail Partner,352.5,2
ORD-10170,2024-07-30,CUST-1415,Africa,Home & Kitchen,Marketplace,243.2,3
ORD-11089,2024-04-19,CUST-1146,North America,Electronics,Retail Partner,1074.86,1
ORD-10321,2023-12-18,CUST-1428,Europe,Apparel,Retail Partner,19.08,1
ORD-10326,2024-01-31,CUST-1347,Africa,Home & Kitchen,Retail Partner,199.63,1
ORD-10503,2023-02-27,CUST-1442,North America,Sports & Outdoors,Online,141.17,1
ORD-10883,05/12/2024,CUST-1267,Europe,Electronics,Retail Partner,91.77,2
ORD-10409,2023-02-16,CUST-1041,Europe,Electronics,Online,781.38,1
ORD-10297,2024-02-09,CUST-1112,Europe,Apparel,Retail Partner,135.32,1
ORD-10777,20/08/2023,CUST-1134,Europe,Sports & Outdoors,Marketplace,218.63,1
ORD-10725,2023-08-08,CUST-1181,Asia Pacific,Apparel,Online,144.11,1
ORD-10664,24/06/2024,CUST-1036,Asia Pacific,OFFICE SUPPLIES,Online,46.66,1
ORD-11826,2023-07-04,CUST-1272,Europe,Beauty & Personal Care,Retail Partner,68.97,1
ORD-10623,2023-03-31,CUST-1418,Asia Pacific,Apparel,Marketplace,124.44,2
ORD-11414,2023-03-15,CUST-1119,Africa,beauty & personal care,Online,43.54,1
ORD-10331,2024-01-07,CUST-1009,Africa,Apparel,Online,112.13,2
ORD-11592,2024-05-14,CUST-1199,Africa,Apparel,Retail Partner,125.74,1
ORD-11454,2023-08-10,CUST-1250,Asia Pacific,Beauty & Personal Care,Online,21.11,1
ORD-10372,2024-01-31,CUST-1489,Asia Pacific,Sports & Outdoors,Retail Partner,186.1,2
ORD-11329,22/10/2024,CUST-1253,Europe,Electronics,Marketplace,928.37,2
ORD-10531,03-02-2023,CUST-1490,Europe,Home & Kitchen,Marketplace,200.48,1
ORD-10407,2023-06-25,CUST-1078,Asia Pacific,Sports & Outdoors,Online,104.65,1
ORD-10199,2024-09-15,CUST-1322,North America,Sports & Outdoors,Marketplace,291.29,2
ORD-10473,11-06-2023,CUST-1168,Asia Pacific,Home & Kitchen,Online,192.25,2
ORD-11278,2024-09-22,CUST-1409,Asia Pacific,Home & Kitchen,Retail Partner,146.92,2
ORD-10216,03-18-2023,CUST-1079,North America,Electronics,Retail Partner,871.25,1
ORD-10253,2024-02-29,CUST-1079,North America,Office Supplies,Online,93.64,1
ORD-10152,10-14-2023,CUST-1174,Africa,Home & Kitchen,Retail Partner,117.49,1
ORD-10870,2023-11-17,CUST-1346,North America,Home & Kitchen,Online,98.38,1
ORD-11317,26/04/2023,CUST-1243,North America,Sports & Outdoors,Online,297.79,1
ORD-11189,2024-02-13,CUST-1280,Europe,Beauty & Personal Care,Marketplace,51.97,1
ORD-11364,2023-06-04,CUST-1378,North America,Electronics,Online,1128.46,1
ORD-11487,2023-08-26,CUST-1410,Africa,Sports & Outdoors,Online,186.41,1
ORD-11524,2023-06-07,CUST-1001,Africa,Home & Kitchen,Online,,1
ORD-11172,2024-09-02,CUST-1145,Europe,apparel,Online,127.06,1
ORD-10530,2023-12-27,CUST-1086,North America,Home & Kitchen,Online,,3
ORD-11256,2023-10-23,CUST-1228,Asia Pacific,Home & Kitchen,Online,107.52,1
ORD-11186,2024-04-01,CUST-1201,APAC,Electronics,Retail Partner,720.53,2
ORD-10240,2024-05-08,CUST-1467,Middle East,Electronics,Retail Partner,577.0,2
ORD-11342,2024-01-04,CUST-1196,Middle East,Beauty & Personal Care,Marketplace,34.82,1
ORD-11547,26/06/2023,CUST-1175,Africa,ELECTRONICS,Marketplace,900.18,1
ORD-10187,2023-01-22,CUST-1300,Asia Pacific,Sports & Outdoors,Retail Partner,174.24,1
ORD-10246,2024-01-16,CUST-1481,APAC,Beauty & Personal Care,Retail Partner,37.67,2
ORD-11318,2023-12-23,CUST-1393,Europe,Apparel,Marketplace,67.81,1
ORD-11312,2024-04-21,CUST-1498,Middle East,Sports & Outdoors,Online,172.21,1
